model,task,seed,step,eval_score
TT,walker walk,123,86000,453.1
TT,walker walk,123,86000,578.3
TT,walker walk,123,86000,290.6
TT,walker walk,123,86000,513.3
TT,walker walk,123,87000,466.5
TT,walker walk,123,87000,634.9
TT,walker walk,123,87000,336.4
TT,walker walk,123,87000,407.1
TT,walker walk,123,88000,446.1
TT,walker walk,123,88000,575.2
TT,walker walk,123,88000,336.7
TT,walker walk,123,88000,495.3
TT,walker walk,123,89000,473.5
TT,walker walk,123,89000,647.8
TT,walker walk,123,89000,282.4
TT,walker walk,123,89000,555.0
TT,walker walk,123,90000,477.3
TT,walker walk,123,90000,512.5
TT,walker walk,123,90000,371.8
TT,walker walk,123,90000,585.9
TT,walker walk,123,91000,321.5
TT,walker walk,123,91000,589.7
TT,walker walk,123,91000,358.9
TT,walker walk,123,91000,553.7
TT,walker walk,123,92000,454.6
TT,walker walk,123,92000,599.2
TT,walker walk,123,92000,272.6
TT,walker walk,123,92000,628.6
TT,walker walk,123,93000,546.6
TT,walker walk,123,93000,672.4
TT,walker walk,123,93000,325.4
TT,walker walk,123,93000,500.6
TT,walker walk,123,94000,523.9
TT,walker walk,123,94000,594.9
TT,walker walk,123,94000,309.4
TT,walker walk,123,94000,616.5
TT,walker walk,123,95000,597.7
TT,walker walk,123,95000,591.3
TT,walker walk,123,95000,358.5
TT,walker walk,123,95000,690.2
TT,walker walk,123,96000,491.5
TT,walker walk,123,96000,639.1
TT,walker walk,123,96000,352.9
TT,walker walk,123,96000,628.5
TT,walker walk,123,97000,437.5
TT,walker walk,123,97000,692.5
TT,walker walk,123,97000,346.5
TT,walker walk,123,97000,513.6
TT,walker walk,123,98000,528.0
TT,walker walk,123,98000,749.7
TT,walker walk,123,98000,383.9
TT,walker walk,123,98000,620.1
TT,walker walk,123,99000,510.1
TT,walker walk,123,99000,739.1
TT,walker walk,123,99000,391.1
TT,walker walk,123,99000,634.8
TT,walker walk,123,100000,555.0
TT,walker walk,123,100000,722.7
TT,walker walk,123,100000,345.4
TT,walker walk,123,100000,631.2
TT,walker walk,123,101000,610.6
TT,walker walk,123,101000,618.2
TT,walker walk,123,101000,375.8
TT,walker walk,123,101000,687.9
TT,walker walk,123,102000,542.6
TT,walker walk,123,102000,649.1
TT,walker walk,123,102000,385.8
TT,walker walk,123,102000,664.6
TT,walker walk,123,103000,554.3
TT,walker walk,123,103000,689.0
TT,walker walk,123,103000,356.3
TT,walker walk,123,103000,545.8
TT,walker walk,123,104000,687.0
TT,walker walk,123,104000,612.4
TT,walker walk,123,104000,396.0
TT,walker walk,123,104000,774.5
TT,walker walk,123,105000,618.5
TT,walker walk,123,105000,794.0
TT,walker walk,123,105000,370.9
TT,walker walk,123,105000,636.4
TT,walker walk,123,106000,659.3
TT,walker walk,123,106000,824.0
TT,walker walk,123,106000,373.6
TT,walker walk,123,106000,507.3
TT,walker walk,123,107000,418.1
TT,walker walk,123,107000,715.2
TT,walker walk,123,107000,403.0
TT,walker walk,123,107000,563.0
TT,walker walk,123,108000,654.5
TT,walker walk,123,108000,733.2
TT,walker walk,123,108000,414.6
TT,walker walk,123,108000,607.4
TT,walker walk,123,109000,665.1
TT,walker walk,123,109000,746.0
TT,walker walk,123,109000,374.2
TT,walker walk,123,109000,679.5
TT,walker walk,123,110000,692.1
TT,walker walk,123,110000,860.5
TT,walker walk,123,110000,430.6
TT,walker walk,123,110000,697.2
TT,walker walk,123,111000,629.8
TT,walker walk,123,111000,709.4
TT,walker walk,123,111000,437.3
TT,walker walk,123,111000,669.0
TT,walker walk,123,112000,576.1
TT,walker walk,123,112000,752.9
TT,walker walk,123,112000,452.0
TT,walker walk,123,112000,605.2
TT,walker walk,123,113000,677.6
TT,walker walk,123,113000,791.3
TT,walker walk,123,113000,435.9
TT,walker walk,123,113000,515.6
TT,walker walk,123,114000,591.4
TT,walker walk,123,114000,654.7
TT,walker walk,123,114000,427.1
TT,walker walk,123,114000,619.7
TT,walker walk,123,115000,777.8
TT,walker walk,123,115000,894.0
TT,walker walk,123,115000,485.0
TT,walker walk,123,115000,787.4
TT,walker walk,123,116000,749.1
TT,walker walk,123,116000,821.7
TT,walker walk,123,116000,483.4
TT,walker walk,123,116000,610.4
TT,walker walk,123,117000,714.1
TT,walker walk,123,117000,664.3
TT,walker walk,123,117000,483.8
TT,walker walk,123,117000,593.7
TT,walker walk,123,118000,839.4
TT,walker walk,123,118000,689.3
TT,walker walk,123,118000,475.1
TT,walker walk,123,118000,675.4
TT,walker walk,123,119000,771.0
TT,walker walk,123,119000,673.7
TT,walker walk,123,119000,319.2
TT,walker walk,123,119000,712.9
TT,walker walk,123,120000,747.0
TT,walker walk,123,120000,825.9
TT,walker walk,123,120000,459.5
TT,walker walk,123,120000,637.5
TT,walker walk,123,121000,805.2
TT,walker walk,123,121000,871.3
TT,walker walk,123,121000,489.0
TT,walker walk,123,121000,625.2
TT,walker walk,123,122000,787.7
TT,walker walk,123,122000,847.9
TT,walker walk,123,122000,530.8
TT,walker walk,123,122000,650.1
TT,walker walk,123,123000,714.3
TT,walker walk,123,123000,797.2
TT,walker walk,123,123000,483.9
TT,walker walk,123,123000,716.7
TT,walker walk,123,124000,669.4
TT,walker walk,123,124000,821.8
TT,walker walk,123,124000,497.0
TT,walker walk,123,124000,730.4
TT,walker walk,123,125000,795.2
TT,walker walk,123,125000,843.1
TT,walker walk,123,125000,502.3
TT,walker walk,123,125000,752.7
TT,walker walk,123,126000,811.3
TT,walker walk,123,126000,949.1
TT,walker walk,123,126000,398.3
TT,walker walk,123,126000,751.2
TT,walker walk,123,127000,863.4
TT,walker walk,123,127000,877.7
TT,walker walk,123,127000,510.6
TT,walker walk,123,127000,662.9
TT,walker walk,123,128000,865.4
TT,walker walk,123,128000,846.3
TT,walker walk,123,128000,506.1
TT,walker walk,123,128000,610.1
TT,walker walk,123,129000,838.1
TT,walker walk,123,129000,901.7
TT,walker walk,123,129000,427.1
TT,walker walk,123,129000,743.5
TT,walker walk,123,130000,870.6
TT,walker walk,123,130000,898.9
TT,walker walk,123,130000,534.4
TT,walker walk,123,130000,777.6
TT,walker walk,123,131000,927.7
TT,walker walk,123,131000,910.2
TT,walker walk,123,131000,554.1
TT,walker walk,123,131000,784.1
TT,walker walk,123,132000,945.2
TT,walker walk,123,132000,937.9
TT,walker walk,123,132000,536.1
TT,walker walk,123,132000,667.3
TT,walker walk,123,133000,859.6
TT,walker walk,123,133000,923.8
TT,walker walk,123,133000,507.4
TT,walker walk,123,133000,671.3
TT,walker walk,123,134000,883.1
TT,walker walk,123,134000,822.9
TT,walker walk,123,134000,532.8
TT,walker walk,123,134000,748.7
TT,walker walk,123,135000,889.2
TT,walker walk,123,135000,831.1
TT,walker walk,123,135000,478.3
TT,walker walk,123,135000,786.2
TT,walker walk,123,136000,884.1
TT,walker walk,123,136000,758.0
TT,walker walk,123,136000,466.9
TT,walker walk,123,136000,752.5
TT,walker walk,123,137000,874.3
TT,walker walk,123,137000,932.0
TT,walker walk,123,137000,491.9
TT,walker walk,123,137000,675.1
TT,walker walk,123,138000,934.9
TT,walker walk,123,138000,835.5
TT,walker walk,123,138000,538.8
TT,walker walk,123,138000,675.7
TT,walker walk,123,139000,944.9
TT,walker walk,123,139000,940.1
TT,walker walk,123,139000,469.2
TT,walker walk,123,139000,852.2
TT,walker walk,123,140000,948.8
TT,walker walk,123,140000,818.8
TT,walker walk,123,140000,487.9
TT,walker walk,123,140000,705.5
TT,walker walk,123,141000,893.4
TT,walker walk,123,141000,949.9
TT,walker walk,123,141000,457.5
TT,walker walk,123,141000,834.1
TT,walker walk,123,142000,880.0
TT,walker walk,123,142000,745.9
TT,walker walk,123,142000,509.8
TT,walker walk,123,142000,794.8
TT,walker walk,123,143000,881.8
TT,walker walk,123,143000,924.6
TT,walker walk,123,143000,469.7
TT,walker walk,123,143000,791.2
TT,walker walk,123,144000,843.7
TT,walker walk,123,144000,871.2
TT,walker walk,123,144000,509.8
TT,walker walk,123,144000,801.7
TT,walker walk,123,145000,935.3
TT,walker walk,123,145000,909.1
TT,walker walk,123,145000,541.2
TT,walker walk,123,145000,742.8
TT,walker walk,123,146000,845.6
TT,walker walk,123,146000,888.3
TT,walker walk,123,146000,580.9
TT,walker walk,123,146000,826.7
TT,walker walk,123,147000,956.6
TT,walker walk,123,147000,904.8
TT,walker walk,123,147000,453.4
TT,walker walk,123,147000,625.5
TT,walker walk,123,148000,873.1
TT,walker walk,123,148000,933.1
TT,walker walk,123,148000,563.0
TT,walker walk,123,148000,775.3
TT,walker walk,123,149000,924.8
TT,walker walk,123,149000,783.4
TT,walker walk,123,149000,576.0
TT,walker walk,123,149000,751.7
TT,walker walk,123,150000,916.9
TT,walker walk,123,150000,964.4
TT,walker walk,123,150000,549.8
TT,walker walk,123,150000,810.6
TT,walker walk,123,151000,957.7
TT,walker walk,123,151000,932.1
TT,walker walk,123,151000,566.9
TT,walker walk,123,151000,882.9
TT,walker walk,123,152000,905.7
TT,walker walk,123,152000,850.4
TT,walker walk,123,152000,550.9
TT,walker walk,123,152000,663.8
TT,walker walk,123,153000,881.6
TT,walker walk,123,153000,946.8
TT,walker walk,123,153000,585.5
TT,walker walk,123,153000,848.5
TT,walker walk,123,154000,916.9
TT,walker walk,123,154000,940.9
TT,walker walk,123,154000,550.8
TT,walker walk,123,154000,700.1
TT,walker walk,123,155000,948.7
TT,walker walk,123,155000,864.6
TT,walker walk,123,155000,521.7
TT,walker walk,123,155000,800.8
TT,walker walk,123,156000,875.6
TT,walker walk,123,156000,903.6
TT,walker walk,123,156000,499.0
TT,walker walk,123,156000,740.3
TT,walker walk,123,157000,947.5
TT,walker walk,123,157000,949.7
TT,walker walk,123,157000,480.5
TT,walker walk,123,157000,758.7
TT,walker walk,123,158000,924.6
TT,walker walk,123,158000,932.4
TT,walker walk,123,158000,531.9
TT,walker walk,123,158000,771.8
TT,walker walk,123,159000,900.5
TT,walker walk,123,159000,932.0
TT,walker walk,123,159000,535.5
TT,walker walk,123,159000,872.0
TT,walker walk,123,160000,907.4
TT,walker walk,123,160000,941.2
TT,walker walk,123,160000,574.1
TT,walker walk,123,160000,802.9
TT,walker walk,123,161000,919.8
TT,walker walk,123,161000,951.5
TT,walker walk,123,161000,530.5
TT,walker walk,123,161000,814.6
TT,walker walk,123,162000,841.9
TT,walker walk,123,162000,917.9
TT,walker walk,123,162000,562.2
TT,walker walk,123,162000,684.9
TT,walker walk,123,163000,913.6
TT,walker walk,123,163000,911.5
TT,walker walk,123,163000,504.0
TT,walker walk,123,163000,861.3
TT,walker walk,123,164000,943.7
TT,walker walk,123,164000,920.8
TT,walker walk,123,164000,542.3
TT,walker walk,123,164000,800.1
TT,walker walk,123,165000,862.9
TT,walker walk,123,165000,890.6
TT,walker walk,123,165000,610.7
TT,walker walk,123,165000,731.5
TT,walker walk,123,166000,869.2
TT,walker walk,123,166000,921.7
TT,walker walk,123,166000,579.5
TT,walker walk,123,166000,768.5
TT,walker walk,123,167000,979.9
TT,walker walk,123,167000,916.0
TT,walker walk,123,167000,623.5
TT,walker walk,123,167000,701.7
TT,walker walk,123,168000,923.7
TT,walker walk,123,168000,956.9
TT,walker walk,123,168000,592.9
TT,walker walk,123,168000,717.8
TT,walker walk,123,169000,944.4
TT,walker walk,123,169000,889.9
TT,walker walk,123,169000,631.6
TT,walker walk,123,169000,779.3
TT,walker walk,123,170000,879.5
TT,walker walk,123,170000,873.2
TT,walker walk,123,170000,554.8
TT,walker walk,123,170000,815.4
TT,walker walk,123,171000,927.8
TT,walker walk,123,171000,873.5
TT,walker walk,123,171000,539.7
TT,walker walk,123,171000,778.0
TT,walker walk,123,172000,809.0
TT,walker walk,123,172000,924.2
TT,walker walk,123,172000,590.8
TT,walker walk,123,172000,706.3
TT,walker walk,123,173000,772.3
TT,walker walk,123,173000,949.6
TT,walker walk,123,173000,448.0
TT,walker walk,123,173000,797.3
TT,walker walk,123,174000,810.0
TT,walker walk,123,174000,930.7
TT,walker walk,123,174000,619.4
TT,walker walk,123,174000,875.4
TT,walker walk,123,175000,902.8
TT,walker walk,123,175000,946.0
TT,walker walk,123,175000,573.3
TT,walker walk,123,175000,908.5
TT,walker walk,123,176000,934.4
TT,walker walk,123,176000,945.5
TT,walker walk,123,176000,599.2
TT,walker walk,123,176000,881.2
TT,walker walk,123,177000,859.6
TT,walker walk,123,177000,955.7
TT,walker walk,123,177000,635.0
TT,walker walk,123,177000,735.8
TT,walker walk,123,178000,747.7
TT,walker walk,123,178000,886.0
TT,walker walk,123,178000,564.6
TT,walker walk,123,178000,596.3
TT,walker walk,123,179000,930.5
TT,walker walk,123,179000,902.8
TT,walker walk,123,179000,518.2
TT,walker walk,123,179000,713.6
TT,walker walk,123,180000,906.5
TT,walker walk,123,180000,958.0
TT,walker walk,123,180000,417.5
TT,walker walk,123,180000,843.2
TT,walker walk,123,181000,900.6
TT,walker walk,123,181000,896.5
TT,walker walk,123,181000,565.9
TT,walker walk,123,181000,848.7
TT,walker walk,123,182000,907.7
TT,walker walk,123,182000,906.0
TT,walker walk,123,182000,557.6
TT,walker walk,123,182000,823.1
TT,walker walk,123,183000,969.8
TT,walker walk,123,183000,914.5
TT,walker walk,123,183000,566.5
TT,walker walk,123,183000,854.0
TT,walker walk,123,184000,783.3
TT,walker walk,123,184000,860.5
TT,walker walk,123,184000,634.7
TT,walker walk,123,184000,879.8
TT,walker walk,123,185000,921.6
TT,walker walk,123,185000,819.7
TT,walker walk,123,185000,591.0
TT,walker walk,123,185000,821.0
TT,walker walk,123,186000,886.2
TT,walker walk,123,186000,892.4
TT,walker walk,123,186000,532.7
TT,walker walk,123,186000,877.6
TT,walker walk,123,187000,952.8
TT,walker walk,123,187000,896.5
TT,walker walk,123,187000,535.2
TT,walker walk,123,187000,851.9
TT,walker walk,123,188000,932.9
TT,walker walk,123,188000,949.4
TT,walker walk,123,188000,688.7
TT,walker walk,123,188000,900.2
TT,walker walk,123,189000,849.4
TT,walker walk,123,189000,948.1
TT,walker walk,123,189000,660.1
TT,walker walk,123,189000,918.4
TT,walker walk,123,190000,956.8
TT,walker walk,123,190000,784.5
TT,walker walk,123,190000,697.0
TT,walker walk,123,190000,827.8
TT,walker walk,123,191000,916.5
TT,walker walk,123,191000,979.3
TT,walker walk,123,191000,660.2
TT,walker walk,123,191000,834.5
TT,walker walk,123,192000,927.4
TT,walker walk,123,192000,955.9
TT,walker walk,123,192000,672.3
TT,walker walk,123,192000,871.5
TT,walker walk,123,193000,893.1
TT,walker walk,123,193000,962.4
TT,walker walk,123,193000,683.2
TT,walker walk,123,193000,898.9
TT,walker walk,123,194000,956.5
TT,walker walk,123,194000,979.3
TT,walker walk,123,194000,717.8
TT,walker walk,123,194000,839.2
TT,walker walk,123,195000,935.6
TT,walker walk,123,195000,960.4
TT,walker walk,123,195000,733.1
TT,walker walk,123,195000,916.9
TT,walker walk,123,196000,897.3
TT,walker walk,123,196000,944.2
TT,walker walk,123,196000,673.2
TT,walker walk,123,196000,854.7
TT,walker walk,123,197000,964.5
TT,walker walk,123,197000,852.7
TT,walker walk,123,197000,739.8
TT,walker walk,123,197000,832.3
TT,walker walk,123,198000,962.3
TT,walker walk,123,198000,831.6
TT,walker walk,123,198000,668.1
TT,walker walk,123,198000,925.7
TT,walker walk,123,199000,943.1
TT,walker walk,123,199000,866.1
TT,walker walk,123,199000,755.6
TT,walker walk,123,199000,873.1
TT,walker walk,123,200000,899.1
TT,walker walk,123,200000,922.7
TT,walker walk,123,200000,701.3
TT,walker walk,123,200000,897.6
TT,walker walk,123,201000,890.6
TT,walker walk,123,201000,951.0
TT,walker walk,123,201000,645.9
TT,walker walk,123,201000,855.4
TT,walker walk,123,202000,922.3
TT,walker walk,123,202000,771.3
TT,walker walk,123,202000,714.3
TT,walker walk,123,202000,802.0
TT,walker walk,123,203000,950.5
TT,walker walk,123,203000,945.8
TT,walker walk,123,203000,764.7
TT,walker walk,123,203000,790.8
TT,walker walk,123,204000,915.7
TT,walker walk,123,204000,985.1
TT,walker walk,123,204000,740.2
TT,walker walk,123,204000,890.7
TT,walker walk,123,205000,981.6
TT,walker walk,123,205000,988.2
TT,walker walk,123,205000,752.7
TT,walker walk,123,205000,903.5
TT,walker walk,123,206000,868.0
TT,walker walk,123,206000,914.3
TT,walker walk,123,206000,689.6
TT,walker walk,123,206000,828.4
TT,walker walk,123,207000,940.5
TT,walker walk,123,207000,976.1
TT,walker walk,123,207000,699.3
TT,walker walk,123,207000,878.7
TT,walker walk,123,208000,922.4
TT,walker walk,123,208000,950.0
TT,walker walk,123,208000,732.7
TT,walker walk,123,208000,810.5
TT,walker walk,123,209000,960.1
TT,walker walk,123,209000,922.9
TT,walker walk,123,209000,768.6
TT,walker walk,123,209000,854.9
TT,walker walk,123,210000,892.7
TT,walker walk,123,210000,876.1
TT,walker walk,123,210000,719.5
TT,walker walk,123,210000,872.7
TT,walker walk,123,211000,827.5
TT,walker walk,123,211000,959.0
TT,walker walk,123,211000,707.9
TT,walker walk,123,211000,908.1
TT,walker walk,123,212000,745.8
TT,walker walk,123,212000,964.5
TT,walker walk,123,212000,674.8
TT,walker walk,123,212000,938.6
TT,walker walk,123,213000,933.7
TT,walker walk,123,213000,925.4
TT,walker walk,123,213000,667.7
TT,walker walk,123,213000,818.1
TT,walker walk,123,214000,942.7
TT,walker walk,123,214000,923.5
TT,walker walk,123,214000,750.4
TT,walker walk,123,214000,873.5
TT,walker walk,123,215000,829.8
TT,walker walk,123,215000,954.3
TT,walker walk,123,215000,728.3
TT,walker walk,123,215000,856.5
TT,walker walk,123,216000,951.6
TT,walker walk,123,216000,771.1
TT,walker walk,123,216000,764.0
TT,walker walk,123,216000,895.7
TT,walker walk,123,217000,867.7
TT,walker walk,123,217000,901.6
TT,walker walk,123,217000,745.7
TT,walker walk,123,217000,833.6
TT,walker walk,123,218000,936.8
TT,walker walk,123,218000,942.1
TT,walker walk,123,218000,772.4
TT,walker walk,123,218000,827.4
TT,walker walk,123,219000,845.3
TT,walker walk,123,219000,963.5
TT,walker walk,123,219000,749.3
TT,walker walk,123,219000,914.0
TT,walker walk,123,220000,871.4
TT,walker walk,123,220000,868.0
TT,walker walk,123,220000,727.5
TT,walker walk,123,220000,916.2
TT,walker walk,123,221000,894.7
TT,walker walk,123,221000,930.3
TT,walker walk,123,221000,766.0
TT,walker walk,123,221000,903.1
TT,walker walk,123,222000,943.2
TT,walker walk,123,222000,983.7
TT,walker walk,123,222000,767.8
TT,walker walk,123,222000,877.8
TT,walker walk,123,223000,953.0
TT,walker walk,123,223000,939.2
TT,walker walk,123,223000,742.3
TT,walker walk,123,223000,884.5
TT,walker walk,123,224000,923.9
TT,walker walk,123,224000,897.2
TT,walker walk,123,224000,773.0
TT,walker walk,123,224000,867.9
TT,walker walk,123,225000,944.5
TT,walker walk,123,225000,983.5
TT,walker walk,123,225000,744.1
TT,walker walk,123,225000,874.0
TT,walker walk,123,226000,913.7
TT,walker walk,123,226000,950.9
TT,walker walk,123,226000,702.6
TT,walker walk,123,226000,897.2
TT,walker walk,123,227000,909.8
TT,walker walk,123,227000,977.8
TT,walker walk,123,227000,736.7
TT,walker walk,123,227000,955.8
TT,walker walk,123,228000,930.7
TT,walker walk,123,228000,923.3
TT,walker walk,123,228000,686.5
TT,walker walk,123,228000,880.6
TT,walker walk,123,229000,901.1
TT,walker walk,123,229000,883.3
TT,walker walk,123,229000,772.0
TT,walker walk,123,229000,888.2
TT,walker walk,123,230000,899.6
TT,walker walk,123,230000,941.3
TT,walker walk,123,230000,739.1
TT,walker walk,123,230000,935.3
TT,walker walk,123,231000,977.2
TT,walker walk,123,231000,915.0
TT,walker walk,123,231000,789.4
TT,walker walk,123,231000,816.2
TT,walker walk,123,232000,926.3
TT,walker walk,123,232000,921.2
TT,walker walk,123,232000,803.4
TT,walker walk,123,232000,888.8
TT,walker walk,123,233000,908.9
TT,walker walk,123,233000,837.7
TT,walker walk,123,233000,760.4
TT,walker walk,123,233000,846.8
TT,walker walk,123,234000,918.5
TT,walker walk,123,234000,892.0
TT,walker walk,123,234000,715.5
TT,walker walk,123,234000,917.0
TT,walker walk,123,235000,955.6
TT,walker walk,123,235000,891.9
TT,walker walk,123,235000,782.5
TT,walker walk,123,235000,860.8
TT,walker walk,123,236000,919.7
TT,walker walk,123,236000,903.8
TT,walker walk,123,236000,789.8
TT,walker walk,123,236000,921.5
TT,walker walk,123,237000,971.0
TT,walker walk,123,237000,955.5
TT,walker walk,123,237000,807.4
TT,walker walk,123,237000,894.5
TT,walker walk,123,238000,958.3
TT,walker walk,123,238000,912.4
TT,walker walk,123,238000,761.5
TT,walker walk,123,238000,854.7
TT,walker walk,123,239000,954.2
TT,walker walk,123,239000,903.2
TT,walker walk,123,239000,796.1
TT,walker walk,123,239000,839.8
TT,walker walk,123,240000,928.1
TT,walker walk,123,240000,963.7
TT,walker walk,123,240000,787.6
TT,walker walk,123,240000,849.3
TT,walker walk,123,241000,961.6
TT,walker walk,123,241000,897.2
TT,walker walk,123,241000,782.6
TT,walker walk,123,241000,793.3
TT,walker walk,123,242000,938.0
TT,walker walk,123,242000,942.9
TT,walker walk,123,242000,792.3
TT,walker walk,123,242000,950.7
TT,walker walk,123,243000,876.3
TT,walker walk,123,243000,950.1
TT,walker walk,123,243000,814.8
TT,walker walk,123,243000,926.5
TT,walker walk,123,244000,918.8
TT,walker walk,123,244000,890.9
TT,walker walk,123,244000,776.9
TT,walker walk,123,244000,944.9
TT,walker walk,123,245000,858.6
TT,walker walk,123,245000,952.5
TT,walker walk,123,245000,737.7
TT,walker walk,123,245000,884.6
TT,walker walk,123,246000,969.9
TT,walker walk,123,246000,938.2
TT,walker walk,123,246000,802.4
TT,walker walk,123,246000,849.0
TT,walker walk,123,247000,922.7
TT,walker walk,123,247000,936.0
TT,walker walk,123,247000,784.7
TT,walker walk,123,247000,911.2
TT,walker walk,123,248000,926.9
TT,walker walk,123,248000,873.1
TT,walker walk,123,248000,751.6
TT,walker walk,123,248000,876.3
TT,walker walk,123,249000,930.6
TT,walker walk,123,249000,906.1
TT,walker walk,123,249000,772.2
TT,walker walk,123,249000,905.3
TT,walker walk,123,250000,906.5
TT,walker walk,123,250000,838.7
TT,walker walk,123,250000,826.1
TT,walker walk,123,250000,894.8
TT,walker walk,123,251000,976.6
TT,walker walk,123,251000,908.2
TT,walker walk,123,251000,818.5
TT,walker walk,123,251000,829.4
TT,walker walk,123,252000,691.1
TT,walker walk,123,252000,912.6
TT,walker walk,123,252000,786.3
TT,walker walk,123,252000,920.6
TT,walker walk,123,253000,943.2
TT,walker walk,123,253000,946.5
TT,walker walk,123,253000,837.2
TT,walker walk,123,253000,859.6
TT,walker walk,123,254000,934.3
TT,walker walk,123,254000,831.5
TT,walker walk,123,254000,822.2
TT,walker walk,123,254000,797.6
TT,walker walk,123,255000,901.9
TT,walker walk,123,255000,817.0
TT,walker walk,123,255000,810.9
TT,walker walk,123,255000,926.3
TT,walker walk,123,256000,897.6
TT,walker walk,123,256000,913.1
TT,walker walk,123,256000,823.8
TT,walker walk,123,256000,945.6
TT,walker walk,123,257000,964.9
TT,walker walk,123,257000,885.5
TT,walker walk,123,257000,844.3
TT,walker walk,123,257000,799.9
TT,walker walk,123,258000,933.5
TT,walker walk,123,258000,942.0
TT,walker walk,123,258000,835.5
TT,walker walk,123,258000,840.6
TT,walker walk,123,259000,945.2
TT,walker walk,123,259000,937.2
TT,walker walk,123,259000,811.7
TT,walker walk,123,259000,871.8
TT,walker walk,123,260000,924.2
TT,walker walk,123,260000,912.7
TT,walker walk,123,260000,770.9
TT,walker walk,123,260000,903.2
TT,walker walk,123,261000,944.6
TT,walker walk,123,261000,902.5
TT,walker walk,123,261000,824.2
TT,walker walk,123,261000,861.9
TT,walker walk,123,262000,680.4
TT,walker walk,123,262000,924.5
TT,walker walk,123,262000,810.8
TT,walker walk,123,262000,843.2
TT,walker walk,123,263000,906.7
TT,walker walk,123,263000,913.3
TT,walker walk,123,263000,819.0
TT,walker walk,123,263000,890.0
TT,walker walk,123,264000,889.7
TT,walker walk,123,264000,896.6
TT,walker walk,123,264000,823.3
TT,walker walk,123,264000,885.6
TT,walker walk,123,265000,911.2
TT,walker walk,123,265000,906.0
TT,walker walk,123,265000,814.9
TT,walker walk,123,265000,931.7
TT,walker walk,123,266000,836.9
TT,walker walk,123,266000,878.9
TT,walker walk,123,266000,809.3
TT,walker walk,123,266000,906.9
TT,walker walk,123,267000,954.9
TT,walker walk,123,267000,881.0
TT,walker walk,123,267000,822.1
TT,walker walk,123,267000,925.3
TT,walker walk,123,268000,943.3
TT,walker walk,123,268000,944.8
TT,walker walk,123,268000,820.8
TT,walker walk,123,268000,938.4
TT,walker walk,123,269000,962.3
TT,walker walk,123,269000,965.5
TT,walker walk,123,269000,825.1
TT,walker walk,123,269000,931.3
TT,walker walk,123,270000,847.7
TT,walker walk,123,270000,778.4
TT,walker walk,123,270000,828.5
TT,walker walk,123,270000,855.5
TT,walker walk,123,271000,923.4
TT,walker walk,123,271000,882.7
TT,walker walk,123,271000,828.3
TT,walker walk,123,271000,945.3
TT,walker walk,123,272000,947.9
TT,walker walk,123,272000,962.5
TT,walker walk,123,272000,855.5
TT,walker walk,123,272000,928.6
TT,walker walk,123,273000,902.2
TT,walker walk,123,273000,840.8
TT,walker walk,123,273000,837.6
TT,walker walk,123,273000,890.5
TT,walker walk,123,274000,938.5
TT,walker walk,123,274000,962.8
TT,walker walk,123,274000,768.8
TT,walker walk,123,274000,786.5
TT,walker walk,123,275000,949.3
TT,walker walk,123,275000,872.6
TT,walker walk,123,275000,798.2
TT,walker walk,123,275000,884.2
TT,walker walk,123,276000,887.8
TT,walker walk,123,276000,934.6
TT,walker walk,123,276000,824.0
TT,walker walk,123,276000,864.9
TT,walker walk,123,277000,952.6
TT,walker walk,123,277000,935.0
TT,walker walk,123,277000,863.7
TT,walker walk,123,277000,934.8
TT,walker walk,123,278000,721.3
TT,walker walk,123,278000,931.7
TT,walker walk,123,278000,707.9
TT,walker walk,123,278000,891.0
TT,walker walk,123,279000,906.9
TT,walker walk,123,279000,991.5
TT,walker walk,123,279000,817.5
TT,walker walk,123,279000,943.8
TT,walker walk,123,280000,902.3
TT,walker walk,123,280000,924.2
TT,walker walk,123,280000,814.8
TT,walker walk,123,280000,891.8
TT,walker walk,123,281000,854.3
TT,walker walk,123,281000,823.5
TT,walker walk,123,281000,825.0
TT,walker walk,123,281000,872.5
TT,walker walk,123,282000,949.8
TT,walker walk,123,282000,898.5
TT,walker walk,123,282000,810.9
TT,walker walk,123,282000,877.5
TT,walker walk,123,283000,924.8
TT,walker walk,123,283000,946.8
TT,walker walk,123,283000,831.0
TT,walker walk,123,283000,934.1
TT,walker walk,123,284000,952.3
TT,walker walk,123,284000,850.1
TT,walker walk,123,284000,813.8
TT,walker walk,123,284000,846.4
TT,walker walk,123,285000,911.8
TT,walker walk,123,285000,863.0
TT,walker walk,123,285000,831.4
TT,walker walk,123,285000,934.3
TT,walker walk,123,286000,648.9
TT,walker walk,123,286000,893.0
TT,walker walk,123,286000,798.3
TT,walker walk,123,286000,899.7
TT,walker walk,123,287000,841.5
TT,walker walk,123,287000,927.5
TT,walker walk,123,287000,844.1
TT,walker walk,123,287000,899.2
TT,walker walk,123,288000,911.8
TT,walker walk,123,288000,969.0
TT,walker walk,123,288000,834.2
TT,walker walk,123,288000,886.8
TT,walker walk,123,289000,934.3
TT,walker walk,123,289000,960.8
TT,walker walk,123,289000,811.0
TT,walker walk,123,289000,891.5
TT,walker walk,123,290000,863.8
TT,walker walk,123,290000,959.6
TT,walker walk,123,290000,849.6
TT,walker walk,123,290000,895.7
TT,walker walk,123,291000,967.6
TT,walker walk,123,291000,829.6
